Date,Time,Site Name,Agency Name,Material,Ticket No,Vehicle No,Transfer Party Name,First Weight,First Timestamp,Second Weight,Second Timestamp,Net Weight,Material Type,First Front Image,First Back Image,Second Front Image,Second Back Image,Site Incharge,User Name
04-07-2025,02:07:28,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1036,AP 26 TA 0434,On-site,28070.00,04-07-2025 02:02:31,10430.00,04-07-2025 02:07:16,17640.00,Legacy/MSW,Bethamcherla_AP_26_TA_0434_20250704_020234_1st_front.jpg,Bethamcherla_AP_26_TA_0434_20250704_020238_1st_back.jpg,Bethamcherla_AP_26_TA_0434_20250704_020719_2nd_front.jpg,Bethamcherla_AP_26_TA_0434_20250704_020724_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,03:59:37,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1037,AP21TB4935,On-site,27810.00,04-07-2025 03:50:21,10610.00,04-07-2025 03:59:23,17200.00,Legacy/MSW,Bethamcherla_AP21TB4935_20250704_035026_1st_front.jpg,Bethamcherla_AP21TB4935_20250704_035030_1st_back.jpg,Bethamcherla_AP21TB4935_20250704_035928_2nd_front.jpg,Bethamcherla_AP21TB4935_20250704_035932_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,04:09:30,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1038,AP27TW7569,On-site,28130.00,04-07-2025 04:02:14,10620.00,04-07-2025 04:09:18,17510.00,Legacy/MSW,Bethamcherla_AP27TW7569_20250704_040219_1st_front.jpg,Bethamcherla_AP27TW7569_20250704_040223_1st_back.jpg,Bethamcherla_AP27TW7569_20250704_040922_2nd_front.jpg,Bethamcherla_AP27TW7569_20250704_040927_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,04:26:31,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1039,AP37TD4869,On-site,27100.00,04-07-2025 04:19:17,10540.00,04-07-2025 04:26:17,16560.00,Legacy/MSW,Bethamcherla_AP37TD4869_20250704_041927_1st_front.jpg,Bethamcherla_AP37TD4869_20250704_041931_1st_back.jpg,Bethamcherla_AP37TD4869_20250704_042622_2nd_front.jpg,Bethamcherla_AP37TD4869_20250704_042627_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,04:49:47,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1040,AP 26 TA 0434,On-site,28570.00,04-07-2025 04:42:33,10300.00,04-07-2025 04:49:32,15270.00,Legacy/MSW,Bethamcherla_AP_26_TA_0434_20250704_044238_1st_front.jpg,Bethamcherla_AP_26_TA_0434_20250704_044243_1st_back.jpg,Bethamcherla_AP_26_TA_0434_20250704_044938_2nd_front.jpg,Bethamcherla_AP_26_TA_0434_20250704_044942_2nd_back.jpg,Avijit Mondal,admin
05-07-2025,15:00:18,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1041,AP27TW7569,On-site,29800.00,04-07-2025 04:54:46,10990.00,05-07-2025 15:00:09,18810.00,Legacy/MSW,Bethamcherla_AP27TW7569_20250704_045502_1st_front.jpg,Bethamcherla_AP27TW7569_20250704_045505_1st_back.jpg,Bethamcherla_AP27TW7569_20250705_150012_2nd_front.jpg,Bethamcherla_AP27TW7569_20250705_150015_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,10:31:00,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1049,AP27TW7569,On-site,26380.00,04-07-2025 09:21:52,10100.00,04-07-2025 10:30:47,16280.00,Legacy/MSW,Bethamcherla_AP27TW7569_20250704_092155_1st_front.jpg,Bethamcherla_AP27TW7569_20250704_092157_1st_back.jpg,Bethamcherla_AP27TW7569_20250704_103052_2nd_front.jpg,Bethamcherla_AP27TW7569_20250704_103056_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,10:27:00,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1050,AP37TD4869,On-site,26570.00,04-07-2025 09:23:02,10100.00,04-07-2025 10:26:05,16280.00,Legacy/MSW,Bethamcherla_AP37TD4869_20250704_092305_1st_front.jpg,Bethamcherla_AP37TD4869_20250704_092309_1st_back.jpg,Bethamcherla_AP37TD4869_20250704_102610_2nd_front.jpg,Bethamcherla_AP37TD4869_20250704_102613_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,10:14:30,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1051,ap21tb4935,On-site,28290.00,04-07-2025 10:06:40,10840.00,04-07-2025 10:14:18,17450.00,Legacy/MSW,Bethamcherla_ap21tb4935_20250704_100645_1st_front.jpg,Bethamcherla_ap21tb4935_20250704_100648_1st_back.jpg,Bethamcherla_ap21tb4935_20250704_101422_2nd_front.jpg,Bethamcherla_ap21tb4935_20250704_101426_2nd_back.jpg,Avijit Mondal,admin
04-07-2025,10:15:46,Bethamcherla,Saurashtra Enviro Projects Pvt. Ltd.,Legacy/MSW,T1052,ap26ta0434,On-site,26690.00,04-07-2025 10:08:54,10060.00,04-07-2025 10:15:36,16630.00,Legacy/MSW,Bethamcherla_ap26ta0434_20250704_100858_1st_front.jpg,Bethamcherla_ap26ta0434_20250704_100902_1st_back.jpg,Bethamcherla_ap26ta0434_20250704_101540_2nd_front.jpg,Bethamcherla_ap26ta0434_20250704_101543_2nd_back.jpg,Avijit Mondal,admin
